307-030-520-202, 3
MCP4921-E/P, 1
SN74HC595N, 3
LM339N/NOPB, 2
CC-100N, 100
M0.4W-1K, 100
M0.4W-20K, 100
M0.4W-4K7, 100
M0.4W-100K, 100
TFF-M3X10/DR113, 10
B3/6/0.5/BN1976, 100
B3X5/BN2724, 100
PH1-40-UA, 2
ZL262-40SG, 2
PH2RA-80-UA, 1
